amount_inr,payment_method,bank,failure_reason,day_of_month,customer_past_failures,customer_tenure_days,is_salary_window,high_value_txn,repeat_failer,actual_recovered,recovery_score,recommended_action,expected_value_inr,reasoning,retry_date,customer_message
222.66,Credit Card,Yes Bank,bank_timeout,14,0,885,0,0,0,1,0.8249052,RETRY_NOW,181.67,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
290.08,Wallet,Axis,network_error,30,2,294,1,0,0,1,0.8236947,RETRY_NOW,236.94,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2433.73,Credit Card,SBI,bank_timeout,6,1,360,0,0,0,0,0.8224086,RETRY_NOW,1999.52,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
259.74,Netbanking,IDFC,bank_timeout,26,2,68,0,0,0,1,0.8223146,RETRY_NOW,211.59,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
3815.35,Debit Card,SBI,bank_timeout,27,0,896,0,0,0,1,0.8219799,RETRY_NOW,3134.14,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
126.17,Credit Card,IDFC,insufficient_funds,4,0,550,1,0,0,1,0.82189137,RETRY_SCHEDULED,101.7,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
626.05,Debit Card,Yes Bank,network_error,28,1,558,1,0,0,1,0.82026386,RETRY_NOW,511.53,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
788.89,Wallet,PNB,bank_timeout,24,1,253,0,0,0,0,0.8202167,RETRY_NOW,645.06,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
526.2,Credit Card,SBI,network_error,21,0,511,0,0,0,1,0.8202124,RETRY_NOW,429.6,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
816.35,UPI,Kotak,bank_timeout,9,2,637,0,0,0,1,0.8201218,RETRY_NOW,667.51,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
135.11,UPI,Yes Bank,network_error,18,0,285,0,0,0,1,0.8200448,RETRY_NOW,108.8,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
215.85,Netbanking,Kotak,bank_timeout,31,1,762,1,0,0,1,0.81973714,RETRY_NOW,174.94,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
683.69,Debit Card,Axis,insufficient_funds,31,1,638,1,0,0,1,0.81953645,RETRY_SCHEDULED,558.31,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1160.61,Credit Card,PNB,bank_timeout,24,2,763,0,0,0,0,0.81839526,RETRY_NOW,947.84,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
368.07,Credit Card,PNB,network_error,21,2,228,0,0,0,0,0.8172195,RETRY_NOW,298.79,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
175.3,Wallet,PNB,network_error,14,2,139,0,0,0,0,0.81688744,RETRY_NOW,141.2,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
509.83,Credit Card,ICICI,bank_timeout,8,1,644,0,0,0,1,0.81686395,RETRY_NOW,414.46,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2379.4,Netbanking,ICICI,bank_timeout,15,1,693,0,0,0,1,0.8166191,RETRY_NOW,1941.06,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1198.52,Wallet,HDFC,network_error,10,2,624,0,0,0,0,0.8165757,RETRY_NOW,976.68,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
737.03,Wallet,Kotak,bank_timeout,11,0,369,0,0,0,0,0.81652015,RETRY_NOW,599.8,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
3416.88,Debit Card,HDFC,network_error,7,0,516,0,0,0,1,0.8163683,RETRY_NOW,2787.43,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
96.54,Credit Card,SBI,network_error,23,1,223,0,0,0,1,0.816015,RETRY_NOW,76.78,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
601.5,Credit Card,IDFC,bank_timeout,16,1,792,0,0,0,1,0.8152862,RETRY_NOW,488.39,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
4789.01,Netbanking,Yes Bank,network_error,27,1,466,0,0,0,0,0.8151205,RETRY_NOW,3901.62,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2822.57,Netbanking,HDFC,bank_timeout,16,1,633,0,0,0,1,0.8149152,RETRY_NOW,2298.16,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
170.55,Wallet,PNB,network_error,2,1,812,1,0,0,1,0.8146718,RETRY_NOW,136.94,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
159.59,Wallet,HDFC,insufficient_funds,29,2,60,1,0,0,0,0.8142588,RETRY_SCHEDULED,127.95,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
511.53,Wallet,Axis,bank_timeout,25,1,610,0,0,0,1,0.8136585,RETRY_NOW,414.21,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
785.76,Credit Card,Yes Bank,network_error,16,0,97,0,0,0,0,0.8135133,RETRY_NOW,637.23,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
4521.27,Credit Card,ICICI,insufficient_funds,28,0,336,1,0,0,1,0.8130902,RETRY_SCHEDULED,3674.2,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
773.89,Netbanking,IDFC,network_error,17,1,72,0,0,0,1,0.81279165,RETRY_NOW,627.01,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
403.17,Netbanking,Yes Bank,bank_timeout,12,1,583,0,0,0,0,0.8125207,RETRY_NOW,325.58,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
110.14,Debit Card,Yes Bank,bank_timeout,26,1,586,0,0,0,1,0.81251335,RETRY_NOW,87.49,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
972.4,UPI,Axis,bank_timeout,2,2,574,1,0,0,0,0.81209326,RETRY_NOW,787.68,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
275.59,Netbanking,Yes Bank,bank_timeout,16,0,530,0,0,0,0,0.8118988,RETRY_NOW,221.75,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
310.0,Credit Card,IDFC,bank_timeout,23,2,430,0,0,0,1,0.81185997,RETRY_NOW,249.68,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
513.77,Credit Card,SBI,network_error,6,1,511,0,0,0,0,0.81121665,RETRY_NOW,414.78,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1245.08,Wallet,SBI,bank_timeout,27,2,636,0,0,0,1,0.81063676,RETRY_NOW,1007.31,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1849.87,Netbanking,ICICI,insufficient_funds,30,1,469,1,0,0,1,0.81060857,RETRY_SCHEDULED,1497.52,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
493.24,Netbanking,HDFC,bank_timeout,23,1,293,0,0,0,0,0.8105929,RETRY_NOW,397.82,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
300.07,Netbanking,SBI,insufficient_funds,2,1,605,1,0,0,1,0.8105698,RETRY_SCHEDULED,241.23,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
2456.65,Netbanking,SBI,bank_timeout,10,2,379,0,0,0,0,0.8105551,RETRY_NOW,1989.25,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1076.47,Netbanking,Kotak,network_error,16,5,822,0,0,1,1,0.81037873,RETRY_NOW,870.35,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1317.6,Debit Card,SBI,bank_timeout,17,2,464,0,0,0,1,0.80996263,RETRY_NOW,1065.21,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
782.61,Netbanking,IDFC,bank_timeout,18,1,382,0,0,0,1,0.80951124,RETRY_NOW,631.53,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
875.64,Credit Card,PNB,bank_timeout,10,2,312,0,0,0,0,0.8090898,RETRY_NOW,706.47,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
74.14,Credit Card,SBI,bank_timeout,14,2,204,0,0,0,0,0.8088872,RETRY_NOW,57.97,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
482.83,Wallet,Axis,network_error,20,0,655,0,0,0,1,0.8085851,RETRY_NOW,388.41,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2036.15,Netbanking,IDFC,bank_timeout,7,2,656,0,0,0,0,0.8083856,RETRY_NOW,1643.99,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
253.14,Credit Card,IDFC,insufficient_funds,31,1,379,1,0,0,1,0.8077408,RETRY_SCHEDULED,202.47,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
978.06,Wallet,HDFC,bank_timeout,8,1,629,0,0,0,0,0.8075163,RETRY_NOW,787.8,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2778.57,Debit Card,HDFC,insufficient_funds,28,1,612,1,0,0,1,0.8074712,RETRY_SCHEDULED,2241.62,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
